Statistic_Label,Census_Year,Sex,Regular_Unpaid_Help,Age_Group,Present_Economic_Status,Unit,Value
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,33
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Student or pupil,Number,171
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,16
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,4
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Other economic status,Number,13
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,2276
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,235
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Employee,Number,1602
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Assisting relative,Number,3
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,20
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,184
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Student or pupil,Number,29
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,119
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Retired,Number,5
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,55
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,25 - 44 years,Other economic status,Number,24
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,3832
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,796
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Employee,Number,2063
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Assisting relative,Number,14
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,12
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,228
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Student or pupil,Number,10
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,275
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Retired,Number,161
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,215
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,45 - 64 years,Other economic status,Number,58
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,950
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Employer or own account worker,Number,106
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Employee,Number,104
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Assisting relative,Number,3
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,8
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Student or pupil,Number,0
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Looking after home/family,Number,32
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Retired,Number,675
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,15
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,65 years and over,Other economic status,Number,7
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,All persons aged 15 years and over,Number,29792
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Employer or own account worker,Number,3373
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Employee,Number,10078
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Assisting relative,Number,62
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,151
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,1561
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Student or pupil,Number,452
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Looking after home/family,Number,4424
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Retired,Number,7132
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,1769
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,All ages,Other economic status,Number,790
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,726
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,10
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Employee,Number,204
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Assisting relative,Number,1
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,42
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,62
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Student or pupil,Number,329
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Looking after home/family,Number,46
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,21
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,15 - 24 years,Other economic status,Number,11
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,7044
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,654
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Employee,Number,4003
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Assisting relative,Number,23
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,73
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,594
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Student or pupil,Number,71
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Looking after home/family,Number,1113
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Retired,Number,10
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,311
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,25 - 44 years,Other economic status,Number,192
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,14057
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,2244
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Employee,Number,5602
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Assisting relative,Number,29
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,36
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,872
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Student or pupil,Number,48
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Looking after home/family,Number,2731
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Retired,Number,721
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,1243
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,45 - 64 years,Other economic status,Number,531
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,7965
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Employer or own account worker,Number,465
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Employee,Number,269
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Assisting relative,Number,9
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,33
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Student or pupil,Number,4
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Looking after home/family,Number,534
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Retired,Number,6401
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,194
Carers Aged 15 Years And Over,2022,Male,43 or more hours unpaid help per week,65 years and over,Other economic status,Number,56
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,All persons aged 15 years and over,Number,7235
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Employer or own account worker,Number,958
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Employee,Number,2861
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Assisting relative,Number,18
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Unemployed looking for first regular job,Number,99
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Unemployed having lost or given up previous job,Number,520
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Student or pupil,Number,275
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Looking after home/family,Number,391
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Retired,Number,1330
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Unable to work due to permanent sickness or disability,Number,667
Carers Aged 15 Years And Over,2022,Male,Not stated,All ages,Other economic status,Number,116
Carers Aged 15 Years And Over,2022,Male,Not stated,15 - 24 years,All persons aged 15 years and over,Number,502
Carers Aged 15 Years And Over,2022,Male,Not stated,15 - 24 years,Employer or own account worker,Number,17
Carers Aged 15 Years And Over,2022,Male,Not stated,15 - 24 years,Employee,Number,171
Carers Aged 15 Years And Over,2022,Male,Not stated,15 - 24 years,Assisting relative,Number,2
